Unnamed: 0,Clothing ID,Age,Title,Review Text,Rating,Recommended IND,Positive Feedback Count,Division Name,Department Name,Class Name,full_text,sentiment_score,age_bracket
10570,1110,39,Gorgeous print,"Great job from the fabricators in creating such a gorgeous print on light-as-air silk! i'm so happy with the dress and can stare at it for hours, that's how pretty it is. the fit is perfect on me and disguised my figure flaws since it's an a-line skirt that doesn't cling. yes, the skirt is sheer and unlined and for the price a slip should have been included. fortunately i own a silky half slip that complements nicely. i'm a top heavy 36dd, large rib cage, 140# with a square waist and no hips and",5,1,3,General,Dresses,Dresses,"Gorgeous print. Great job from the fabricators in creating such a gorgeous print on light-as-air silk! i'm so happy with the dress and can stare at it for hours, that's how pretty it is. the fit is perfect on me and disguised my figure flaws since it's an a-line skirt that doesn't cling. yes, the skirt is sheer and unlined and for the price a slip should have been included. fortunately i own a silky half slip that complements nicely. i'm a top heavy 36dd, large rib cage, 140# with a square waist and no hips and",0.9916722178459167,35-44
18049,1056,56,Super soft & comfy,"Love these chinos, super soft and amazingly comfy.....and quite flattering for wide-leg pants!",5,1,0,General,Bottoms,Pants,"Super soft & comfy. Love these chinos, super soft and amazingly comfy.....and quite flattering for wide-leg pants!",0.9998075366020203,55+
19729,842,38,Go to summer tank,"This tank i am in love with. the color is great to go with jeans or any color i have in my wardrobe. it works with skinny jeans, culottes or a skirt and perfectly compliments the current shoe styles. my gladiators, summer booties, and my espadrilles are all equally cute with this outfit topper. it is made out of the most beautiful lightweight material and will be great for the 100 degree plus summers that we have here in texas. the bra thing is a bit of a problem because a strapless bra dose not",5,1,6,General Petite,Tops,Blouses,"Go to summer tank. This tank i am in love with. the color is great to go with jeans or any color i have in my wardrobe. it works with skinny jeans, culottes or a skirt and perfectly compliments the current shoe styles. my gladiators, summer booties, and my espadrilles are all equally cute with this outfit topper. it is made out of the most beautiful lightweight material and will be great for the 100 degree plus summers that we have here in texas. the bra thing is a bit of a problem because a strapless bra dose not",0.9994783997535706,35-44
18856,1081,38,Disappointed,"This dress has been in my inbox for a long time and when it went on sale i purchased it right away. i am a size 4 petite in everything retailer and have not had a problem with fit, if anything i might have to size down. i purchased a 4 petite in this dress and i couldn't zip it all the way up. it was as if i was trying to get into a 0 petite.  i don't even think a size 6 would fit. there is something not right with the make of this particular dress i received. even if the fit was perfect i didn't",1,0,1,General Petite,Dresses,Dresses,"Disappointed. This dress has been in my inbox for a long time and when it went on sale i purchased it right away. i am a size 4 petite in everything retailer and have not had a problem with fit, if anything i might have to size down. i purchased a 4 petite in this dress and i couldn't zip it all the way up. it was as if i was trying to get into a 0 petite.  i don't even think a size 6 would fit. there is something not right with the make of this particular dress i received. even if the fit was perfect i didn't",-0.9765432476997375,35-44
5676,1078,39,"Fun, flirty and comfy","I ordered both colors and my usual size (in eptites) and one size smaller... definitely true to size as in not smaller size. 

i am 5'1.5"" and the best size was xs petite. 

i ordered both colors and msut say they are both gorgeous, so can't go wrng there, as long as it goes with your skin tone, for me the red was better, but i did love hte neutral color as well.

comes with a lining #bude color#.
wasit is elasticized, and comfortable, love the sleeves, this is light enough for spring and",5,1,34,General,Dresses,Dresses,"Fun, flirty and comfy. I ordered both colors and my usual size (in eptites) and one size smaller... definitely true to size as in not smaller size. 

i am 5'1.5"" and the best size was xs petite. 

i ordered both colors and msut say they are both gorgeous, so can't go wrng there, as long as it goes with your skin tone, for me the red was better, but i did love hte neutral color as well.

comes with a lining #bude color#.
wasit is elasticized, and comfortable, love the sleeves, this is light enough for spring and",0.9995692372322083,35-44
6866,1077,36,Just okay,"Frustrated that the details don't mention there's a side zip. for whatever reason, i have the hardest time fitting into dresses with side zips and so i was annoyed that the details say it's a pull-on style when that's not the case. there's also no give in the waist. besides the fit not working for me, it was a pretty dress but overall a little too much going on.",3,0,1,General,Dresses,Dresses,"Just okay. Frustrated that the details don't mention there's a side zip. for whatever reason, i have the hardest time fitting into dresses with side zips and so i was annoyed that the details say it's a pull-on style when that's not the case. there's also no give in the waist. besides the fit not working for me, it was a pretty dress but overall a little too much going on.",-0.9979636669158936,35-44
14796,1094,53,Super simple summer style,"I am so pleased with this midi dress; i've already worn and laundered this dress multiple times and i cannot express how comfortable and cute this dress is to wear. best of all, the fabric is just substantial enough that there are no posterior lumps or panty lines that are visible and the v-neck is just low enough to provide a subtle sexy dã©colletage. i love the length of this dress as i really dislike my knobby knees and this exposes enough leg from the sides and disguises the ugly knees for me",5,1,8,General Petite,Dresses,Dresses,"Super simple summer style. I am so pleased with this midi dress; i've already worn and laundered this dress multiple times and i cannot express how comfortable and cute this dress is to wear. best of all, the fabric is just substantial enough that there are no posterior lumps or panty lines that are visible and the v-neck is just low enough to provide a subtle sexy dã©colletage. i love the length of this dress as i really dislike my knobby knees and this exposes enough leg from the sides and disguises the ugly knees for me",0.9988688826560974,45-54
8503,861,58,Great basic tee,I got this in the color listed as pink. it's not a usual pink. the fit is good--not too tight and not too loose. the length is good for a tee.,5,1,3,General,Tops,Knits,Great basic tee. I got this in the color listed as pink. it's not a usual pink. the fit is good--not too tight and not too loose. the length is good for a tee.,0.9994575381278992,55+
2985,1082,41,Compliment grabber,I wore this dress to work with a tan pair of booties and the compliments started upon entry and did not stop till the end of the day. very feminine and comfy all at once.,5,1,1,General,Dresses,Dresses,Compliment grabber. I wore this dress to work with a tan pair of booties and the compliments started upon entry and did not stop till the end of the day. very feminine and comfy all at once.,0.9998328685760498,35-44
11466,1025,40,Best jeans ever,I love these! they are so soft! the high waist is awesome and fits like a glove. they don't stretch out. i wear with a heel and get tons of compliments. they make my hips look smaller than they are.,5,1,0,General Petite,Bottoms,Jeans,Best jeans ever. I love these! they are so soft! the high waist is awesome and fits like a glove. they don't stretch out. i wear with a heel and get tons of compliments. they make my hips look smaller than they are.,0.9998175501823425,35-44
9888,588,63,Birthday gift,"I purchased for my daughter who is mid 30's and she loved the romper.
i'm going to list her size since that is appropriate for who is wearing the item.",4,1,0,General,Bottoms,Shorts,"Birthday gift. I purchased for my daughter who is mid 30's and she loved the romper.
i'm going to list her size since that is appropriate for who is wearing the item.",0.9988828301429749,55+
7590,917,42,Comfortable & stylish,"I bought the blue in store and loved it so much that my hubby recommended i buy the raspberry online! i usually buy a medium in tops, but went with the small so it wouldn't be so flowy. fabric is soft and not itchy. i will be wearing these a lot this fall!",5,1,0,General,Tops,Fine gauge,"Comfortable & stylish. I bought the blue in store and loved it so much that my hubby recommended i buy the raspberry online! i usually buy a medium in tops, but went with the small so it wouldn't be so flowy. fabric is soft and not itchy. i will be wearing these a lot this fall!",0.9991700649261475,35-44
21331,1092,31,Versatile,"I passed over this dress online thinking i'd never wear it. but, then i found myself inside an retailer store and decided to try it on. i am excited to say that i love this dress. it is soft and lovely. the cowl is large and the whole dress has a really great drape. my favorite thing is that the buttons along the back are functional. opening up the back turns this dress into a long cardigan that is to die for.",5,1,0,General,Dresses,Dresses,"Versatile. I passed over this dress online thinking i'd never wear it. but, then i found myself inside an retailer store and decided to try it on. i am excited to say that i love this dress. it is soft and lovely. the cowl is large and the whole dress has a really great drape. my favorite thing is that the buttons along the back are functional. opening up the back turns this dress into a long cardigan that is to die for.",0.9990891218185425,25-34
17253,850,38,Feminine find,This is such a cute top. i like it both off and on the shoulder. easily tucked or left out depending how you want to style it.,5,1,0,General,Tops,Blouses,Feminine find. This is such a cute top. i like it both off and on the shoulder. easily tucked or left out depending how you want to style it.,0.9995736479759216,35-44
19020,976,52,Great for smaller women,"This is a well-made kimono style jacket, in a great color choice that is versatile and well constructed. being short and with narrow shoulders, most kimono-style jackets don't work on me; they are simply too big & too long. this jacket's shorter length and more streamlined styling make it perfect for me. a keeper, and a real steal on sale.",4,1,0,General Petite,Jackets,Jackets,"Great for smaller women. This is a well-made kimono style jacket, in a great color choice that is versatile and well constructed. being short and with narrow shoulders, most kimono-style jackets don't work on me; they are simply too big & too long. this jacket's shorter length and more streamlined styling make it perfect for me. a keeper, and a real steal on sale.",0.9997093081474304,45-54
9527,1094,36,Perfect spring dress!,"I'm very pleased with my purchase of this dress. it is perfect for dancing or a spring/summer wedding or doing out. it is very flattering on my rather straight/slender/petite frame. i ordered a size 4 and it was tts. if it only had pockets, it would be absolutely perfect!",5,1,9,General,Dresses,Dresses,"Perfect spring dress!. I'm very pleased with my purchase of this dress. it is perfect for dancing or a spring/summer wedding or doing out. it is very flattering on my rather straight/slender/petite frame. i ordered a size 4 and it was tts. if it only had pockets, it would be absolutely perfect!",0.9997105002403259,35-44
17264,1095,53,Gorgeous dress,"This dress is really beautiful. i plan on wearing it to my nephew's wedding in april. my only complaint would be is that it runs extremely small. i am 5 feet tall and 90 pounds, slim build, and normally wear a 00p or 0p. i ended up with the 2p, and it fits perfectly. my advice to anyone considering purchasing is to order several different sizes and return the ones that don't fit.",5,1,16,General,Dresses,Dresses,"Gorgeous dress. This dress is really beautiful. i plan on wearing it to my nephew's wedding in april. my only complaint would be is that it runs extremely small. i am 5 feet tall and 90 pounds, slim build, and normally wear a 00p or 0p. i ended up with the 2p, and it fits perfectly. my advice to anyone considering purchasing is to order several different sizes and return the ones that don't fit.",0.9987962245941162,45-54
138,126,34,Feminine alternative to your shapeless puffer,I am obsessed with peplum down coats because the ones you usually see have no shape and are extremely unflattering. i was excited for this to arrive. this is quite nice and it looks more feminine than the other down coats out there. the coat itself runs just true to my shirt size but not what i want for a coat. i will be returning this for a size up because i will want to wear a sweater or at least maybe a thicker shirt under this especially for winter or fall. the fabric is decent and the weigh,4,1,1,Initmates,Intimate,Lounge,Feminine alternative to your shapeless puffer. I am obsessed with peplum down coats because the ones you usually see have no shape and are extremely unflattering. i was excited for this to arrive. this is quite nice and it looks more feminine than the other down coats out there. the coat itself runs just true to my shirt size but not what i want for a coat. i will be returning this for a size up because i will want to wear a sweater or at least maybe a thicker shirt under this especially for winter or fall. the fabric is decent and the weigh,-0.9590804576873779,25-34
19797,1096,43,Gorgeous!,Oh i simply can't say enough about this dress... it's just so pretty! i've sometimes had trouble with beaded pieces from retailer but not this dress. it's a very flattering piece and the material is comfortable and soft. really flattering. you can dress it up or down as well - i'm glad i'll be able to wear this into fall with a leather jacket.,5,1,0,General,Dresses,Dresses,Gorgeous!. Oh i simply can't say enough about this dress... it's just so pretty! i've sometimes had trouble with beaded pieces from retailer but not this dress. it's a very flattering piece and the material is comfortable and soft. really flattering. you can dress it up or down as well - i'm glad i'll be able to wear this into fall with a leather jacket.,0.999566376209259,35-44
19693,1009,44,Petite sizing?,This is a beautiful skirt. i wanted to make sure that i received a size that fit so i ordered two different sizes (pxs and ps). i typically wear a pxs but since the description mentions a side zip and it looked as if the skirt was to fit higher on the waist i thought i should also try a size up. as i mentioned it is lovely. light airy. i just wanted something easy to throw on and look put together with flat sandals and a tank for the hot weather that is coming and for an upcoming vacation to the,4,1,39,General,Bottoms,Skirts,Petite sizing?. This is a beautiful skirt. i wanted to make sure that i received a size that fit so i ordered two different sizes (pxs and ps). i typically wear a pxs but since the description mentions a side zip and it looked as if the skirt was to fit higher on the waist i thought i should also try a size up. as i mentioned it is lovely. light airy. i just wanted something easy to throw on and look put together with flat sandals and a tank for the hot weather that is coming and for an upcoming vacation to the,0.9983140230178833,35-44
2425,873,50,Looks cute - but sheds!,"This jacket looked adorable on. it was also quite comfortable. however, it sheds and left fuzz on every dark surface it touched. sadly, this is a deal breaker for me.",2,0,4,General,Tops,Knits,"Looks cute - but sheds!. This jacket looked adorable on. it was also quite comfortable. however, it sheds and left fuzz on every dark surface it touched. sadly, this is a deal breaker for me.",-0.7806431651115417,45-54
5083,1059,42,Unfortunately unflattering,"I wanted to love these great spring/summer pants, but sadly, they are just too unflattering for ladies with hips. if you have a ruler build, these pants will be fantastic, but these pants are not forgiving in the hip and thigh area for those of you blessed with a curvier build. i was really hoping for pants that had this clean, vintage inspired, audrey hepburn look re-imagined for the every-girl, because nothing is more flattering to an hourglass body than clean, non-bulky lines (something like",3,0,3,General Petite,Bottoms,Pants,"Unfortunately unflattering. I wanted to love these great spring/summer pants, but sadly, they are just too unflattering for ladies with hips. if you have a ruler build, these pants will be fantastic, but these pants are not forgiving in the hip and thigh area for those of you blessed with a curvier build. i was really hoping for pants that had this clean, vintage inspired, audrey hepburn look re-imagined for the every-girl, because nothing is more flattering to an hourglass body than clean, non-bulky lines (something like",-0.9211047887802124,35-44
14806,194,32,Runs big; comfy jacket!,"Like other reviewers, i did find that this jacket runs big. i am usually a size 2p or an xs and found an xxs in store and fits well. it'll be a great everyday-jacket!",5,1,0,General Petite,Intimate,Lounge,"Runs big; comfy jacket!. Like other reviewers, i did find that this jacket runs big. i am usually a size 2p or an xs and found an xxs in store and fits well. it'll be a great everyday-jacket!",0.9997393488883972,25-34
9974,1035,46,Great winter jeans,"Love these pilcro jeans, my usual size fit nice like skinny jeans. i know if i had gone down a size they would look too tight in the legs, they are not supposed to be leggings. they did not stretch out too much all day - slightly in the waist, not enough to size down. the dark color is perfect for winter! they are very comfortable!! love pilcro jeans!",5,1,0,General,Bottoms,Jeans,"Great winter jeans. Love these pilcro jeans, my usual size fit nice like skinny jeans. i know if i had gone down a size they would look too tight in the legs, they are not supposed to be leggings. they did not stretch out too much all day - slightly in the waist, not enough to size down. the dark color is perfect for winter! they are very comfortable!! love pilcro jeans!",0.9996055960655212,45-54
